location,size,bedrooms,age,garden,garage,price
Izmir,166,2,40,0,1,112939.33128328956
Bursa,111,4,39,1,0,102742.28684231527
Izmir,72,5,3,1,1,196079.7698782009
Antalya,176,2,31,0,0,122022.76894439463
Ankara,186,5,1,0,0,213310.33667256852
Antalya,189,1,45,1,0,127810.46795989684
Izmir,294,2,28,1,0,221177.9429303613
Istanbul,178,2,1,1,1,234438.66749888158
Istanbul,107,4,33,0,1,146479.94380826218
Antalya,171,5,26,1,1,215676.4081377866
Istanbul,50,2,38,1,0,100751.7258318814
Antalya,288,2,43,1,0,186381.25735018638
Antalya,83,4,37,1,0,123835.83832440914
Istanbul,145,4,17,0,0,179450.0517121103
Istanbul,175,5,35,0,1,184919.97300832538
Ankara,167,1,18,0,0,132388.55785195882
Istanbul,97,1,26,1,1,131949.23412225605
Antalya,138,3,44,0,0,87113.96564806662
Izmir,281,2,19,1,0,200247.5431702375
Bursa,286,5,20,1,1,282071.3724725179
Antalya,166,2,22,0,1,137654.9151784152
Istanbul,178,5,29,1,1,257428.7855596995
Antalya,65,5,24,1,1,180127.93838019023
Antalya,238,5,30,1,0,219754.9587401077
Ankara,280,2,26,0,1,186687.10763064315
Istanbul,241,4,33,0,1,213787.39933153815
Izmir,240,2,7,0,0,187219.32257160833
Bursa,118,5,18,0,0,159437.83944731695
Ankara,71,3,40,0,0,62864.297464223186
Antalya,142,1,25,0,0,86998.54668451738
Bursa,296,5,27,0,1,234617.45099571795
Ankara,244,3,3,0,1,232516.76978163177
Bursa,125,4,30,0,0,116664.97661988833
Antalya,203,5,15,0,1,232039.96002563456
Antalya,193,3,9,1,1,228672.01592720818
Izmir,228,5,37,0,0,170169.16131107384
Istanbul,278,2,47,1,1,178723.67018083797
Antalya,135,3,9,1,1,199926.4312794608
Antalya,234,2,44,0,0,114689.49733498404
Ankara,78,2,8,0,1,103090.8559847015
Bursa,255,3,38,1,1,191305.20176294577
Antalya,269,1,35,0,0,132437.8697609133
Bursa,118,3,35,0,1,95579.93215448169
Izmir,96,1,18,1,0,110995.30881486247
Bursa,290,5,18,0,0,237368.1047552433
Izmir,143,5,11,0,0,221659.47025557797
Antalya,287,3,12,1,0,241983.9065688034
Bursa,239,5,24,1,0,232685.62388779165
Ankara,293,4,35,1,0,208970.03490545214
Bursa,246,2,24,0,1,193313.96031468187
Bursa,253,2,27,1,0,170450.74417230734
Istanbul,193,1,41,0,1,110771.81345574955
Istanbul,267,5,38,0,0,211304.61922346827
Antalya,267,1,29,0,0,153415.91865905683
Bursa,225,2,4,1,0,205000.95023247102
Izmir,134,2,16,0,1,139924.75029219664
Antalya,88,5,17,0,1,163096.0027225763
Istanbul,149,4,42,1,0,178860.0094220632
Antalya,82,4,46,1,1,109863.63188536675
Bursa,271,5,20,0,0,231262.36129056025
Bursa,150,5,21,1,0,176967.36043147516
Bursa,72,1,38,0,1,51075.42864674263
Istanbul,299,5,49,0,0,187765.3726734694
Ankara,59,4,5,0,0,117475.2004819534
Istanbul,295,5,49,1,1,250659.34506521153
Izmir,118,1,15,1,0,139300.0249980189
Ankara,149,1,1,0,0,140064.15746048602
Antalya,83,1,0,0,1,125251.98859399796
Ankara,229,1,29,0,1,133998.16393306307
Antalya,272,3,42,0,0,157882.3959043838
Bursa,187,5,36,1,0,172321.096181785
Ankara,299,2,47,1,1,191902.51945633328
Antalya,196,5,22,1,1,249137.80935998828
Izmir,235,3,0,1,0,245578.10543944643
Bursa,145,1,18,1,1,137755.50218553137
Izmir,50,3,45,0,1,59246.84692995652
Istanbul,297,4,2,1,1,326323.1358998342
Antalya,118,4,1,0,0,170717.60502786018
Istanbul,286,5,36,0,0,228091.35294635763
Ankara,53,5,16,1,0,154050.51437039825
Istanbul,65,2,27,1,0,117183.23465557431
Ankara,73,2,17,0,0,85677.61099345722
Antalya,129,4,32,0,1,157038.4690318208
Istanbul,296,1,14,0,1,215249.17885661038
Izmir,51,3,21,1,1,151467.0930539306
Antalya,290,2,40,1,0,191052.70070425016
Bursa,269,2,26,1,0,194491.36714370418
Istanbul,177,1,36,1,1,158121.75140517732
Istanbul,209,1,31,0,1,153548.02648216815
Antalya,268,5,44,1,1,233159.30141567238
Izmir,133,3,18,0,1,175076.69510823282
Antalya,201,1,27,1,0,152611.07202290752
Izmir,189,2,27,1,0,162202.4545976675
Istanbul,227,2,9,1,1,244295.02889191694
Bursa,212,4,19,0,0,183988.536920625
Istanbul,173,1,24,0,0,102719.76833233733
Izmir,82,5,20,1,0,188770.56083431907
Bursa,210,3,13,0,0,164968.34573418013
Antalya,238,5,21,0,1,241200.40681562506
Istanbul,228,2,25,1,1,212147.05982417337
Antalya,220,5,43,1,0,182503.16631843982
Bursa,150,2,10,0,1,137905.61158167347
Ankara,61,2,6,1,0,127202.76309213178
Ankara,116,2,16,0,1,123430.14288712238
Antalya,114,2,17,0,1,125205.79404208538
Izmir,210,2,6,1,1,215109.19963788363
Istanbul,217,4,19,0,1,237954.29289840418
Bursa,123,5,37,1,1,182678.09757983146
Antalya,92,4,10,0,1,167515.1661587086
Ankara,93,4,43,0,1,104995.50080113976
Bursa,78,1,15,0,0,68829.16990464296
Antalya,190,1,26,0,1,135077.3690026911
Izmir,61,1,10,0,0,76076.39454889609
Izmir,144,3,15,0,1,178152.67842583536
Izmir,95,1,22,1,1,130049.98761261768
Istanbul,179,5,11,0,1,255289.96651225962
Izmir,292,4,39,0,0,204082.5219623845
Antalya,291,5,2,0,0,292472.0436721294
Antalya,84,1,1,1,0,132808.67678777935
Istanbul,264,3,37,0,0,189338.315811599
Izmir,130,3,47,0,0,109112.53033261691
Istanbul,139,4,23,0,1,182976.91405642946
Ankara,57,5,28,1,0,130394.40883469307
Istanbul,142,2,46,1,0,123880.19050304682
Bursa,203,5,45,1,0,183769.83853111073
Izmir,251,1,33,0,1,152568.61368179347
Bursa,139,2,19,0,1,138702.83694357547
Antalya,211,3,17,0,1,209293.0921392857
Antalya,164,4,13,1,0,208874.69013870292
Bursa,154,4,17,0,1,169684.53565678693
Bursa,184,3,1,1,0,193866.3775331047
Istanbul,245,1,0,1,1,230234.35360401036
Ankara,107,3,19,0,1,122826.2709822208
Antalya,294,1,33,0,1,153309.13836349992
Istanbul,163,2,40,1,1,139385.49714805008
Izmir,286,3,40,0,1,186818.58616021348
Ankara,124,1,47,1,0,54626.74216742369
Bursa,206,2,10,1,0,193912.97920877594
Bursa,169,3,26,0,1,132967.57034141815
Ankara,213,4,22,0,0,201015.40963022743
Ankara,266,3,37,0,1,181154.54305724107
Istanbul,70,5,43,0,1,120887.26777917347
Antalya,298,3,2,0,1,243436.45449236047
Istanbul,213,5,11,0,1,273950.33690743276
Bursa,187,2,29,0,1,135950.5751116507
Bursa,150,3,30,1,1,154549.83782302294
Istanbul,250,2,22,0,1,174191.6251706895
Bursa,201,2,0,0,0,160418.49818884855
Istanbul,241,1,40,0,0,91604.93345364
Izmir,276,2,19,0,1,224022.56499537965
Bursa,226,2,5,1,0,194607.74884507206
Ankara,148,3,10,0,1,178125.6329077477
Antalya,289,3,34,1,0,221164.74953406584
Ankara,85,4,3,1,0,173613.7835277103
Ankara,259,1,28,1,1,187083.20154218966
Antalya,290,2,9,1,1,244109.00620614446
Antalya,280,1,28,1,0,163718.18536043848
Izmir,145,5,37,0,1,194751.82155581305
Bursa,201,2,0,1,0,181794.22234698926
Izmir,200,1,39,1,1,157886.3536583645
Bursa,239,4,7,0,0,228549.2901232148
Ankara,273,4,37,1,0,236220.45443775688
Izmir,86,2,16,0,0,109997.5814421738
Izmir,61,5,18,0,1,171116.34172814066
Izmir,162,4,32,0,0,141893.99262068854
Izmir,232,4,14,0,1,228400.40708139038
Izmir,62,5,44,1,1,149886.39440877613
Izmir,72,1,30,1,1,82604.19314319218
Ankara,266,4,20,1,1,257878.95922354606
Antalya,148,3,2,0,1,182501.48897098826
Istanbul,154,4,1,0,0,219403.73781711145
Izmir,79,1,34,0,1,47165.32758329228
Bursa,66,1,40,1,1,59558.0578306193
Izmir,162,2,15,0,0,143027.9320871306
Ankara,111,3,44,1,0,100627.0164994691
Bursa,133,1,49,1,1,84108.57187619832
Bursa,161,5,20,0,1,200327.03244628196
Istanbul,266,3,11,0,1,241616.4286153704
Bursa,135,3,27,0,0,94482.86725584371
Izmir,190,5,11,0,1,247757.88660184696
Bursa,236,4,32,0,1,180233.77400825825
Istanbul,68,5,19,1,0,184167.33493131128
Bursa,226,5,39,1,0,172707.98631169082
Istanbul,149,4,48,0,0,137276.50588153183
Istanbul,189,4,20,0,1,203921.69052888206
Izmir,238,4,38,0,1,198508.92077180074
Istanbul,282,4,40,1,1,238093.400925197
Ankara,196,4,48,1,0,130336.09548135684
Istanbul,125,5,41,1,0,160168.87361722643
Antalya,58,2,35,1,1,107901.23833305883
Ankara,248,2,21,0,0,157790.9295994902
Bursa,77,1,25,1,0,66189.14808020517
Ankara,255,2,6,1,0,228287.63118851354
Istanbul,272,2,6,0,0,209114.1317129497
Izmir,177,5,7,0,1,236548.82651761963
Bursa,101,4,25,1,1,160067.47771421733
Ankara,132,4,23,0,0,119872.52540417375
Bursa,299,5,23,0,0,226494.24273636995
Antalya,160,2,39,0,0,106999.5387692647
Ankara,193,5,47,1,0,186134.89812687066
Ankara,166,1,11,1,0,129372.5074151708
Izmir,118,4,46,0,1,104028.56790791056
Izmir,148,3,7,0,0,145152.4769364445
Antalya,189,1,8,1,1,190677.36464411026
Istanbul,74,1,2,1,1,152217.70678020944
Antalya,229,5,20,0,0,245054.54807486295
Istanbul,172,2,30,0,1,156320.0843931939
Bursa,262,4,47,1,0,190904.18048196525
Ankara,277,3,46,0,0,157029.09961787242
Bursa,102,1,23,1,0,74610.66625796765
Bursa,200,3,3,0,1,196081.94117959673
Bursa,193,2,19,1,1,200770.40332760155
Antalya,106,2,15,0,1,115194.50493527009
Antalya,88,3,9,1,0,154280.79519389872
Bursa,158,4,42,0,1,143333.5791035847
Ankara,230,2,25,0,1,170481.72335018867
Antalya,91,3,28,0,1,111283.54846036607
Bursa,235,1,4,0,0,156082.74571824734
Bursa,216,3,10,1,1,209248.0887248452
Izmir,191,3,28,0,0,138023.59287016114
Bursa,272,5,44,1,1,244755.76757781417
Ankara,171,2,14,1,1,191338.25225427508
Bursa,182,4,5,0,1,199114.4238211732
Izmir,212,4,47,1,0,176672.55709393375
Izmir,264,5,14,0,0,261727.76938980946
Istanbul,270,4,42,1,1,231799.62322879897
Ankara,284,3,19,0,1,212658.16567612908
Istanbul,124,5,33,0,0,147867.44048740243
Bursa,195,1,1,1,0,188343.84638147865
Ankara,288,2,43,1,1,185939.1723491671
Ankara,125,2,15,0,1,140003.47374268432
Ankara,58,2,18,1,0,92952.85326514854
Ankara,123,3,33,0,1,119886.41266830437
Istanbul,235,1,48,0,0,93744.81372296321
Istanbul,285,5,13,1,1,304273.34504738933
Ankara,194,5,23,0,1,223813.54592522606
Izmir,279,2,27,1,1,244093.04319268992
Ankara,56,1,47,0,1,21624.356984698745
Izmir,223,1,31,0,0,131242.5830268886
Izmir,190,1,36,0,1,111010.42714842495
Istanbul,217,4,9,1,1,269411.54366453364
Bursa,219,4,48,0,1,130702.84726147515
Izmir,186,2,44,0,1,119958.96996433701
Bursa,227,1,47,1,1,115698.01227676444
Bursa,76,1,8,0,1,86868.00857493334
Ankara,171,5,23,1,0,194685.2541867082
Antalya,243,5,35,1,1,251751.37227323573
Bursa,54,2,28,1,0,61262.809303394904
Antalya,78,1,28,0,0,49828.19688605289
Antalya,214,2,47,1,0,132804.21738106938
Bursa,215,5,22,0,0,208650.95412679814
Bursa,132,5,26,1,1,198918.55464872453
Izmir,185,4,30,0,1,162538.2069636932
Bursa,289,2,42,1,1,167272.83953452838
Ankara,158,2,6,1,0,181711.33790160116
Ankara,114,1,48,1,1,64421.85653611116
Antalya,135,1,44,0,0,60627.049263494635
Bursa,293,4,3,1,0,290874.51419061696
Istanbul,194,3,13,0,1,223682.5256784583
Istanbul,120,3,41,0,0,113886.55494007128
Izmir,266,3,41,0,0,188764.84470836772
Antalya,94,2,9,0,0,110715.05285853369
Bursa,181,2,43,0,0,81433.11182575738
Bursa,85,5,33,0,1,122283.85226115564
Izmir,119,2,25,1,0,138204.22311715627
Istanbul,208,2,22,1,0,193887.6290343335
Istanbul,68,2,8,0,0,138771.457552286
Antalya,238,4,36,0,1,187530.4950487437
Bursa,157,2,7,1,1,192674.89735836754
Ankara,231,1,13,1,0,192111.468147011
Istanbul,216,1,6,0,1,195735.03967231838
Istanbul,140,5,6,1,1,246126.7351020184
Istanbul,251,4,8,0,1,275285.352798949
Ankara,139,1,2,1,1,164014.6923699715
Istanbul,68,4,13,1,0,185067.36177822054
Ankara,88,4,16,1,0,168506.99599638468
Bursa,175,5,49,1,1,162651.5325689859
Izmir,244,4,43,1,1,231189.01182893652
Ankara,222,2,21,0,1,170629.09747704995
Antalya,190,4,45,0,1,151426.30531182897
Istanbul,291,5,25,1,1,293598.134368349
Bursa,269,5,27,0,1,244076.1325712859
Istanbul,175,5,44,0,1,192547.8772566332
Izmir,107,1,13,1,0,148393.22043391096
Ankara,197,2,8,0,0,170097.90576703954
Antalya,269,1,25,0,1,187923.96625811316
Istanbul,249,3,1,1,1,292073.8351653284
Istanbul,110,2,10,0,0,142406.45110650698
Istanbul,176,4,16,1,0,237589.72233075643
Istanbul,154,5,33,1,1,213401.8359047796
Antalya,216,3,18,0,0,179052.98413561968
Antalya,50,2,38,1,0,70294.30061120627
Antalya,180,1,17,0,1,138338.8092353836
Istanbul,254,5,12,0,0,235059.4768991748
Izmir,141,1,4,1,1,177815.3531447983
Ankara,239,2,49,0,0,105292.55089027583
Antalya,298,2,22,0,1,197441.13967154705
Bursa,240,3,23,0,0,161099.3774059335
Izmir,162,4,28,0,0,142689.28346088907
Bursa,202,1,47,0,1,87567.81411456413
Istanbul,105,3,46,0,0,94208.75571041489
Ankara,210,5,7,0,0,209801.66561965513
Istanbul,215,4,25,1,1,233268.76633061198
Ankara,166,3,14,0,0,157373.44932602547
Antalya,183,1,0,1,0,184937.5709534037
Bursa,107,2,27,1,1,107141.41991225175
Istanbul,93,5,48,0,1,131471.62929505465
Izmir,222,1,46,1,1,150198.15164722613
Bursa,209,4,45,1,1,174442.81665442578
Istanbul,222,4,13,1,1,287612.57857065875
Ankara,110,2,41,0,1,83814.46879714713
Antalya,96,2,33,1,1,131080.5160095815
Izmir,198,5,30,1,1,254331.16828834638
Bursa,129,5,5,1,0,216360.45780394122
Bursa,167,2,48,1,0,112509.00567851955
Ankara,262,2,4,1,1,244419.73319257388
Istanbul,252,4,30,1,0,245306.56670287778
Bursa,278,2,36,0,1,196572.83180007682
Istanbul,213,3,14,1,0,241841.9240728713
Antalya,276,1,14,1,0,189281.6078585419
Izmir,196,2,42,0,1,112220.75850798376
Antalya,69,5,4,0,0,166210.1500912936
Ankara,234,3,27,1,0,208008.8628110385
Istanbul,195,5,32,1,0,224730.11640661498
Bursa,96,3,10,0,1,147725.9278335449
Antalya,282,2,42,1,0,179616.70885208176
Bursa,98,1,5,1,0,117626.58965912324
Antalya,63,5,22,0,1,159688.93065299722
Izmir,192,3,39,1,0,153234.1893055824
Bursa,208,4,1,0,0,209908.83940473694
Istanbul,50,2,14,1,0,143642.19207869566
Izmir,166,1,22,1,0,130578.87273188394
Izmir,103,2,21,0,1,122608.37207673662
Antalya,167,4,8,0,1,227201.67653574914
Bursa,52,1,46,1,1,42644.315034995656
Antalya,193,4,39,1,0,189653.92645477393
Izmir,264,2,29,1,1,203926.05315106083
Izmir,234,3,15,0,0,209414.99027146184
Izmir,252,2,45,0,0,134188.17849009836
Izmir,61,2,46,0,1,73014.95279508826
Istanbul,123,2,29,0,1,139466.22912926067
Antalya,273,5,44,0,1,222065.31395146673
Antalya,65,4,8,0,0,141078.7851783728
Antalya,249,4,0,1,0,285521.2199378594
Bursa,151,4,37,0,0,94915.14641940992
Ankara,253,5,7,0,0,242107.33264915747
Istanbul,201,3,17,0,1,199226.2560113457
Izmir,205,2,26,0,1,152312.93945526498
Ankara,166,3,17,1,0,181559.31695169004
Bursa,57,5,31,0,0,102355.39394646
Bursa,171,4,48,1,1,145155.96514142147
Istanbul,141,2,31,0,1,121168.61427362308
Izmir,213,1,47,1,0,109644.52251144759
Antalya,139,1,44,0,1,60937.11642476868
Antalya,185,3,35,0,0,139182.58827326188
Ankara,235,4,35,0,0,161776.43086193997
Bursa,109,1,20,0,0,58084.03395631804
Istanbul,227,3,45,1,0,194070.85966514182
Antalya,77,5,31,1,1,183849.92764802882
Antalya,269,3,30,0,1,189464.53029625013
Izmir,150,3,36,0,0,133537.30406693026
Istanbul,90,3,15,1,0,160380.9859026131
Antalya,277,2,45,1,0,189267.48736834386
Ankara,241,3,45,1,0,158129.98866379852
Bursa,204,3,13,0,0,146158.53483413457
Antalya,295,2,23,1,1,218768.6699225983
Izmir,240,2,24,0,0,171208.12450616108
Antalya,194,5,45,0,1,174998.5888456023
Istanbul,250,4,34,1,0,239938.6302958538
Ankara,210,1,16,0,0,129863.33868764993
Antalya,294,1,45,0,0,139675.060646826
Istanbul,261,3,41,1,0,214932.99630269423
Antalya,254,5,44,0,1,193839.37645815042
Antalya,269,3,3,1,1,261749.11400284313
Ankara,289,1,10,1,1,247136.01492243513
Bursa,206,2,46,1,0,118266.06846340798
Istanbul,190,4,14,0,1,239003.12114228363
Antalya,95,5,29,1,0,175381.3648542168
Izmir,84,2,23,1,0,127901.58106833014
Bursa,183,4,1,0,1,195732.65403205794
Izmir,131,5,42,0,0,146472.95952508593
Istanbul,164,5,33,1,0,213748.32427407065
Istanbul,246,1,22,0,1,180999.05631136362
Ankara,96,2,30,0,1,103359.39685026307
Istanbul,202,5,36,0,0,177208.18933077645
Istanbul,243,5,12,0,1,265213.5689477742
Istanbul,59,4,32,0,1,122524.54684119391
Bursa,105,1,6,1,1,131328.36689033575
Bursa,79,3,31,1,0,103642.15402436917
Antalya,291,1,6,1,0,217562.7025272678
Istanbul,158,3,41,0,1,134267.274104586
Izmir,54,2,37,0,0,31100.93193638151
Antalya,168,2,43,1,0,122060.77630556228
Izmir,297,5,12,1,1,327532.8520407577
Izmir,82,2,23,1,1,132845.8653461282
Antalya,167,5,27,0,1,188052.69306470588
Izmir,114,1,31,1,0,98232.30609506405
Bursa,195,2,42,0,0,93180.64153734625
Antalya,273,1,17,1,0,173069.09504431192
Antalya,288,1,33,1,0,182905.85544775488
Ankara,226,2,47,0,1,154288.4481461278
Ankara,60,1,33,0,1,48410.79062520254
Izmir,134,2,37,1,1,133385.49721396322
Antalya,75,2,0,1,1,144532.18784852343
Ankara,112,2,42,1,1,107281.40024151585
Bursa,266,3,49,0,0,100064.7020921503
Bursa,135,1,41,0,1,28304.398579969045
Bursa,108,4,30,1,0,133907.28012036372
Ankara,76,2,49,1,0,59317.776124465934
Ankara,226,1,0,1,1,194685.55960797233
Izmir,254,5,15,0,0,228992.4553924263
Izmir,210,2,38,1,0,150800.37138569268
Izmir,147,2,14,1,1,203591.26447453978
Ankara,154,4,32,0,0,145102.53896559463
Istanbul,148,3,22,1,1,207890.2110384278
Istanbul,178,3,40,1,1,192324.9856805931
Izmir,198,2,33,0,0,137548.58778650302
Antalya,289,1,16,0,0,192988.57141800254
Antalya,104,5,24,1,1,210065.1097376959
Ankara,55,5,41,0,0,84596.63589551352
Izmir,269,1,5,0,1,200154.0515249069
Bursa,258,2,30,0,1,172665.94447156606
Ankara,246,5,4,0,1,259577.79023992387
Istanbul,144,3,39,0,1,102471.29966776173
Ankara,182,1,39,0,1,83212.75311269322
Istanbul,151,4,29,0,1,178158.284969693
Ankara,52,2,4,1,0,130065.34527239975
Istanbul,230,1,11,0,1,186571.4221157539
Ankara,72,5,6,0,0,150807.5190122945
Ankara,278,2,44,0,0,112242.47331350314
Bursa,102,3,12,0,0,108001.99103845905
Ankara,214,2,48,1,1,143191.99480614584
Istanbul,251,2,3,1,1,265214.1892212281
Izmir,251,3,49,0,0,151908.63618296338
Istanbul,132,3,41,1,1,148466.019751958
Bursa,194,2,2,1,0,181343.20958429624
Istanbul,134,3,11,1,1,205729.55965481763
Izmir,127,1,0,1,1,163699.39785546577
Istanbul,250,3,26,1,1,247800.94785815984
Izmir,159,3,42,0,0,129880.04739132721
Istanbul,50,2,49,0,0,25128.67279251229
Bursa,100,1,12,0,0,74970.94647805773
Izmir,222,4,16,1,1,249264.192182591
Antalya,254,4,7,0,1,237857.40364653076
Bursa,53,5,31,1,0,115028.0100938954
Bursa,239,3,19,0,0,157283.0614365702
Bursa,242,3,16,0,0,162187.69865143043
Antalya,162,1,33,0,1,124731.56711076866
Bursa,281,4,34,0,0,177088.71472589788
Izmir,81,5,34,1,1,167789.80957166944
Antalya,83,1,37,0,1,42094.13406837847
Ankara,141,3,41,0,0,96492.86508598439
Bursa,144,4,23,1,1,168466.16758847694
Antalya,121,5,17,1,1,208256.27391747193
Izmir,88,2,49,0,1,54671.248392396294
Izmir,203,4,45,0,1,164744.48748612095
Izmir,299,5,47,1,0,237472.0106658695
Bursa,211,1,38,1,1,158868.4546126281
Istanbul,231,2,32,0,0,175148.69286464129
Antalya,167,5,48,1,1,193406.4425239822
Bursa,52,5,22,1,0,149282.99489136122
Izmir,172,3,24,0,1,176165.46875234877
Antalya,99,4,36,0,0,108744.80484681214
Antalya,61,3,26,0,1,94923.56437492918
Ankara,242,2,0,1,0,222769.56973149744
Bursa,103,5,20,0,0,122893.44494428748
Ankara,285,3,48,0,0,169278.80315290598
Antalya,182,4,9,0,1,215147.9680829719
Bursa,271,2,30,1,1,205584.09765980748
Antalya,271,1,43,0,0,134601.4722231576
Izmir,106,3,24,0,1,130907.27573071686
Izmir,194,2,19,1,0,183563.64801320617
Ankara,161,1,1,1,0,150838.1363956238
Antalya,96,3,47,0,1,83056.65371270721
Antalya,200,2,14,0,1,185171.06125198526
Antalya,256,2,27,0,1,167812.5253546468
Antalya,278,3,12,1,1,252295.3399212528
Izmir,134,2,49,0,1,80540.96389912759
Antalya,191,5,13,0,1,216170.58263599538
Antalya,115,3,49,1,0,77501.49392869344
Bursa,124,2,1,1,0,137950.4262385145
Bursa,228,1,33,0,0,98096.82323929257
Istanbul,152,1,34,1,1,117920.76981447167
Ankara,215,5,36,0,0,184941.33564238064
Ankara,241,3,24,0,1,186260.13987368776
Antalya,275,2,47,1,1,170421.1567241844
Istanbul,87,2,14,1,1,153051.0775614809
Izmir,99,1,11,1,0,128188.10291144055
Ankara,147,5,8,1,0,200823.15825580334
Antalya,131,1,30,0,1,93720.1049037948
Istanbul,79,1,13,1,0,113880.531931606
Ankara,128,5,28,1,1,219039.07626202836
Antalya,140,3,47,0,1,122676.80853151067
Antalya,228,2,42,0,0,112638.03572070006
Bursa,240,3,37,0,1,143290.13138599522
Antalya,275,4,41,1,1,240968.10640983048
Bursa,101,4,7,0,1,173098.8746471089
Ankara,298,4,47,1,1,232975.1725639513
Izmir,215,5,2,1,0,261637.46544367177
Ankara,274,1,1,1,0,208153.96549205447
Izmir,265,3,15,1,1,278462.8857783961
Istanbul,128,2,18,0,1,140775.23027283375
Izmir,79,4,29,0,1,134339.33125304637
Bursa,296,3,40,0,0,178200.99365519526
Istanbul,155,4,15,0,0,193318.01377442075
Izmir,100,4,30,0,0,133262.93007989493
Istanbul,130,2,27,1,0,143764.67464704797
Izmir,182,5,3,1,0,232053.01510780986
Ankara,78,1,9,1,1,142534.10700297513
Istanbul,181,5,44,1,0,170279.05436051864
Antalya,187,3,17,0,0,172174.95255531822
Antalya,233,5,46,1,1,227585.24797436193
Antalya,194,3,31,1,0,182037.22778761765
Antalya,123,3,29,1,1,162734.20197662583
Izmir,66,1,35,1,1,80037.6506574181
Antalya,133,2,8,1,0,154046.34078140603
Ankara,265,1,35,1,0,154105.5163896299
Istanbul,118,5,28,0,0,175573.95533416106
Bursa,83,3,15,0,0,109626.76437510768
Antalya,55,4,27,1,1,155481.82890060858
Istanbul,102,4,20,1,1,187994.26610363
Izmir,243,3,46,1,0,152929.02502432495
Izmir,254,1,1,1,1,241558.8026559668
Izmir,175,2,45,1,1,155617.5620783741
Ankara,284,1,34,0,1,147002.9940696997
Istanbul,92,3,27,0,0,94582.16643730071
Antalya,289,3,35,1,1,215384.1190942868
Ankara,252,2,30,0,1,181616.50639210778
Antalya,164,5,32,1,1,208621.7699206323
Bursa,160,5,22,1,0,197929.64926984857
Bursa,298,2,40,0,1,164189.70002210184
Izmir,200,5,16,0,1,259155.22074127806
Ankara,232,4,45,0,1,185764.12291114323
Istanbul,129,5,48,0,1,157628.05735785872
Antalya,144,5,0,1,1,252757.4942676948
Istanbul,252,5,41,0,1,186631.0110849316
Antalya,167,4,22,0,1,169755.9939897847
Istanbul,193,5,47,0,0,163365.66227784735
Antalya,57,4,26,1,0,136044.47343644223
Antalya,181,2,24,1,0,162491.20407818636
Ankara,153,1,31,1,0,101109.52918499305
Antalya,181,2,18,0,0,156356.88806650892
Istanbul,233,1,23,0,0,142034.345748253
Izmir,74,2,2,0,1,119087.60173595008
Bursa,244,1,11,1,0,149115.96653570418
Antalya,145,1,34,0,0,88032.42755500921
Izmir,244,3,14,0,0,190173.84070307808
Bursa,204,1,16,1,0,150175.86848696077
Izmir,142,1,49,0,1,75446.39656305045
Ankara,209,3,31,0,1,169255.60578501664
Istanbul,227,5,6,0,1,276693.73620077147
Antalya,110,5,18,0,1,172228.89030445792
Antalya,171,3,6,1,0,212117.83255662475
Ankara,100,4,4,1,1,199685.98334103628
Izmir,196,1,39,1,0,115837.10272712598
Antalya,70,1,20,0,1,61451.93949100465
Bursa,54,3,47,0,0,17283.338930337304
Izmir,259,3,47,1,0,209954.90373809676
Izmir,141,4,46,0,1,134745.14427439278
Bursa,219,5,6,1,1,268325.78991725226
Ankara,110,2,36,1,1,115487.19119045847
Istanbul,71,5,22,0,1,180471.95061945933
Ankara,198,1,10,1,1,176767.37758477626
Bursa,119,3,9,1,1,185507.67155154992
Izmir,50,4,20,1,1,153143.602000672
Istanbul,182,5,40,1,0,194020.86178288536
Bursa,282,4,32,1,1,221700.1707838015
Istanbul,61,5,19,1,0,188347.89307049898
Ankara,139,1,32,0,0,70506.35056615653
